PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Sheohar,GEN,Bihar,Rama Devi,Bharatiya Janta Party,1660635,1004559,0.609,340360,0.339,2019
Shimoga,GEN,Karnataka,B.Y.Raghavendra.,Bharatiya Janta Party,1640421,1283577,0.787,223360,0.174,2019
Sidhi,GEN,Madhya Pradesh,Riti Pathak,Bharatiya Janta Party,1822205,1282705,0.707,286524,0.223,2019
Sikar,GEN,Rajasthan,Sumedhanand Saraswati,Bharatiya Janta Party,1977129,1326969,0.675,297156,0.224,2019
Silchar,GEN,Assam,Rajdeep Roy,Bharatiya Janta Party,1002420,949696,0.956,81596,0.086,2019
Sonipat,GEN,Haryana,Ramesh Chander Kaushik,Bharatiya Janta Party,1493894,1129532,0.758,164864,0.146,2019
South Delhi,GEN,Delhi,Badri Narain Sinha,Bharatiya Janta Party,1752741,1214222,0.696,367043,0.302,2019
Surat,GEN,Gujarat,Darshana Vikram Jardosh,Bharatiya Janta Party,1606425,1068412,0.672,548230,0.513,2019
Surendranagar,GEN,Gujarat,Dr. Munjapara Mahendrabhai,Bharatiya Janta Party,1812702,1077726,0.599,277437,0.257,2019
Tehri Garhwal,GEN,Uttarakhand,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1439343,876069,0.613,300586,0.343,2019
Tezpur,GEN,Assam,Pallab Lochan Das,Bharatiya Janta Party,1437189,1190196,0.839,242841,0.204,2019
Tonk-Sawai Mad,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1893418,1233458,0.656,111291,0.09,2019
Tripura West,GEN,Tripura,Pratima Bhoumik,Bharatiya Janta Party,1285794,1107755,0.871,305689,0.276,2019
Tumkur,GEN,Karnataka,G. S. Basavaraj,Bharatiya Janta Party,1584884,1244858,0.792,13339,0.011,2019
Udupi Chikmaga,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1495439,1151012,0.775,349599,0.304,2019
Ujiarpur,GEN,Bihar,Nityanand Rai,Bharatiya Janta Party,1588209,969284,0.619,277278,0.286,2019
Uttara Kannada,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1535047,1153480,0.762,479649,0.416,2019
Vadodara,GEN,Gujarat,Ranjanben Bhatt,Bharatiya Janta Party,1707484,1222348,0.726,589177,0.482,2019
Vidisha,GEN,Madhya Pradesh,Ramakant Bhargava,Bharatiya Janta Party,1700678,1250244,0.74,503084,0.402,2019
Wardha,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1679788,1072570,0.642,187191,0.175,2019
West Delhi,GEN,Delhi,Sant Prasad Sinha,Bharatiya Janta Party,2039410,1441601,0.711,578486,0.401,2019
Akbarpur,GEN,Uttar Pradesh,Devendra Singh Alias Bhole Singh,Bharatiya Janta Party,1869167,1086953,0.582,44345,0.041,2024
Aligarh,GEN,Uttar Pradesh,Satish Kumar Gautam,Bharatiya Janta Party,1997234,1133366,0.567,15647,0.014,2024
Amroha,GEN,Uttar Pradesh,Kanwar Singh Tanwar,Bharatiya Janta Party,1716641,1110690,0.647,28670,0.026,2024
Bareilly,GEN,Uttar Pradesh,Chhatra Pal Singh Gangwar,Bharatiya Janta Party,1924434,1119558,0.582,34804,0.031,2024
Bhadohi,GEN,Uttar Pradesh,Dr. Vinod Kumar Bind,Bharatiya Janta Party,2037925,1084993,0.532,44072,0.041,2024
Deoria,GEN,Uttar Pradesh,Shashank Mani,Bharatiya Janta Party,1873821,1043308,0.557,34842,0.033,2024
Domariyaganj,GEN,Uttar Pradesh,Jagdambika Pal,Bharatiya Janta Party,1961845,1018965,0.519,42728,0.042,2024
Farrukhabad,GEN,Uttar Pradesh,Mukesh Rajput,Bharatiya Janta Party,1747182,1033794,0.592,2678,0.003,2024
Fatehpur Sikri,GEN,Uttar Pradesh,Rajkumar Chahar,Bharatiya Janta Party,1798823,1034155,0.575,43405,0.042,2024
Gautam Buddha Nagar,GEN,Uttar Pradesh,Dr. Mahesh Sharma,Bharatiya Janta Party,2675148,1437244,0.537,559472,0.389,2024
Ghaziabad,GEN,Uttar Pradesh,Atul Garg,Bharatiya Janta Party,2945487,1470430,0.499,336965,0.229,2024
Gonda,GEN,Uttar Pradesh,Kirtivardhan Singh,Bharatiya Janta Party,1843121,952884,0.517,46224,0.049,2024
Gorakhpur,GEN,Uttar Pradesh,Ravindra Shukla Alias Ravi Kishan,Bharatiya Janta Party,2097202,1154413,0.551,103526,0.09,2024
Jhansi,GEN,Uttar Pradesh,Anurag Sharma,Bharatiya Janta Party,2161221,1380506,0.639,102614,0.074,2024
Kaiserganj,GEN,Uttar Pradesh,Karan Bhushan Singh,Bharatiya Janta Party,1904726,1062099,0.558,148843,0.14,2024
Kanpur,GEN,Uttar Pradesh,Ramesh Awasthi,Bharatiya Janta Party,1662859,887396,0.534,20968,0.024,2024
Kushi Nagar,GEN,Uttar Pradesh,Vijay Kumar Dubay,Bharatiya Janta Party,1875222,1080483,0.576,81790,0.076,2024
Lucknow,GEN,Uttar Pradesh,Raj Nath Singh,Bharatiya Janta Party,2172171,1136892,0.523,135159,0.119,2024
Maharajganj,GEN,Uttar Pradesh,Pankaj Chaudhary,Bharatiya Janta Party,2004050,1210451,0.604,35451,0.029,2024
Mathura,GEN,Uttar Pradesh,Hemamalini Dharmendra Deol,Bharatiya Janta Party,1929550,957046,0.496,293407,0.307,2024
Meerut,GEN,Uttar Pradesh,Arun Govil,Bharatiya Janta Party,2000530,1182479,0.591,10585,0.009,2024
Phulpur,GEN,Uttar Pradesh,Praveen Patel,Bharatiya Janta Party,2067043,1014824,0.491,4332,0.004,2024
Pilibhit,GEN,Uttar Pradesh,Jitin Prasada,Bharatiya Janta Party,1831699,1160947,0.634,164935,0.142,2024
Unnao,GEN,Uttar Pradesh,Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2341740,1302271,0.556,35818,0.028,2024
Varanasi,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1997578,1130143,0.566,152513,0.135,2024
Balrampur,GEN,Uttar Pradesh,Brij Bhushan Sharan Singh,Bharatiya Janta Party,1316006,698106,0.531,52613,0.075,2004
Bareilly,GEN,Uttar Pradesh,Santosh Gangwar,Bharatiya Janta Party,1556024,822839,0.529,59644,0.072,2004
Hathras,GEN,Uttar Pradesh,Kishan Lal Diler,Bharatiya Janta Party,1212983,492076,0.406,22837,0.046,2004
Jalaun,GEN,Uttar Pradesh,Bhanu Pratap Singh Verma,Bharatiya Janta Party,1310156,579748,0.443,26791,0.046,2004
Khurja,GEN,Uttar Pradesh,Ashok Kumar Pradhan,Bharatiya Janta Party,1457828,601160,0.412,41150,0.068,2004
Maharajganj,GEN,Uttar Pradesh,Pankaj Choudhary,Bharatiya Janta Party,1311205,746614,0.569,64799,0.087,2004
Pilibhit,GEN,Uttar Pradesh,Maneka Gandhi,Bharatiya Janta Party,1285919,677095,0.527,102720,0.152,2004
Akbarpur,GEN,Uttar Pradesh,Devendra Singh @ Bhole Singh,Bharatiya Janta Party,1768623,971375,0.549,278997,0.287,2014
Aligarh,GEN,Uttar Pradesh,Satish Kumar,Bharatiya Janta Party,1793126,1064357,0.594,286736,0.269,2014
Allahabad,GEN,Uttar Pradesh,Shyama Charan Gupta,Bharatiya Janta Party,1666569,891582,0.535,62009,0.07,2014
Ambedkar Nagar,GEN,Uttar Pradesh,Hari Om Pandey,Bharatiya Janta Party,1718774,1034404,0.602,139429,0.135,2014
Amroha,GEN,Uttar Pradesh,Kanwar Singh Tanwar,Bharatiya Janta Party,1544242,1095860,0.71,158214,0.144,2014
Aonla,GEN,Uttar Pradesh,Dharmendra Kumar,Bharatiya Janta Party,1653577,995641,0.602,138429,0.139,2014
Baghpat,GEN,Uttar Pradesh,Dr. Satya Pal Singh,Bharatiya Janta Party,1505175,1004263,0.667,209866,0.209,2014
Ballia,GEN,Uttar Pradesh,Bharat Singh,Bharatiya Janta Party,1768271,942211,0.533,139434,0.148,2014
Banda,GEN,Uttar Pradesh,Bhairon Prasad Mishra,Bharatiya Janta Party,1601917,858326,0.536,115788,0.135,2014
Bareilly,GEN,Uttar Pradesh,Santosh Kumar Gangwar,Bharatiya Janta Party,1664081,1017891,0.612,240685,0.236,2014
Basti,GEN,Uttar Pradesh,Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,1847613,1048534,0.568,33562,0.032,2014
Bhadohi,GEN,Uttar Pradesh,Virendra Singh,Bharatiya Janta Party,1834598,981552,0.535,158039,0.161,2014
Bijnor,GEN,Uttar Pradesh,Kunwar Bhartendra,Bharatiya Janta Party,1562065,1060346,0.679,205774,0.194,2014
Chandauli,GEN,Uttar Pradesh,Dr Mahendra Nath Pandey,Bharatiya Janta Party,1669140,980572,0.588,156756,0.16,2014
Deoria,GEN,Uttar Pradesh,Kalraj Mishra,Bharatiya Janta Party,1806926,971557,0.538,265386,0.273,2014
Dhaurahra,GEN,Uttar Pradesh,Rekha,Bharatiya Janta Party,1558039,1060271,0.681,125675,0.119,2014
Domariyaganj,GEN,Uttar Pradesh,Jagdambika Pal,Bharatiya Janta Party,1761415,935027,0.531,103588,0.111,2014
Etah,GEN,Uttar Pradesh,Rajveer Singh (RAJU BHAIYA),Bharatiya Janta Party,1577457,926281,0.587,201001,0.217,2014
Faizabad,GEN,Uttar Pradesh,Lallu Singh,Bharatiya Janta Party,1738701,1022716,0.588,282775,0.276,2014
Farrukhabad,GEN,Uttar Pradesh,Mukesh Rajput,Bharatiya Janta Party,1613781,970677,0.602,150502,0.155,2014
Fatehpur,GEN,Uttar Pradesh,Niranjan Jyoti,Bharatiya Janta Party,1804777,1056688,0.586,187206,0.177,2014
Fatehpur Sikri,GEN,Uttar Pradesh,Babulal,Bharatiya Janta Party,1580582,967968,0.612,173106,0.179,2014
Gautam Buddh Nagar,GEN,Uttar Pradesh,Dr.Mahesh Sharma,Bharatiya Janta Party,1986117,1199238,0.604,280212,0.234,2014
Ghaziabad,GEN,Uttar Pradesh,Vijay Kumar Singh,Bharatiya Janta Party,2357546,1342320,0.569,567260,0.423,2014
Ghazipur,GEN,Uttar Pradesh,Manoj Sinha,Bharatiya Janta Party,1801519,986673,0.548,32452,0.033,2014
Ghosi,GEN,Uttar Pradesh,Harinarayan Rajbhar,Bharatiya Janta Party,1891113,1039656,0.55,146015,0.14,2014
Gonda,GEN,Uttar Pradesh,Kirti Vardhan Singh,Bharatiya Janta Party,1710827,873732,0.511,160416,0.184,2014
Gorakhpur,GEN,Uttar Pradesh,Adityanath,Bharatiya Janta Party,1904498,1040199,0.546,312783,0.301,2014
Hamirpur,GEN,Uttar Pradesh,Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1737993,975240,0.561,266788,0.274,2014
Jaunpur,GEN,Uttar Pradesh,Krishna Pratap 'k.P.',Bharatiya Janta Party,1848842,1007143,0.545,146310,0.145,2014
Jhansi,GEN,Uttar Pradesh,Uma Bharati,Bharatiya Janta Party,1932015,1320804,0.684,190467,0.144,2014
Kairana,GEN,Uttar Pradesh,Hukum Singh,Bharatiya Janta Party,1531755,1119324,0.731,236828,0.212,2014
Kaiserganj,GEN,Uttar Pradesh,Brij Bhusan Sharan Singh,Bharatiya Janta Party,1711967,943357,0.551,78218,0.083,2014
Kanpur,GEN,Uttar Pradesh,Dr.Murli Manohar Joshi,Bharatiya Janta Party,1611248,835079,0.518,222946,0.267,2014
Kheri,GEN,Uttar Pradesh,Ajay Kumar,Bharatiya Janta Party,1679466,1077868,0.642,110274,0.102,2014
Kushi Nagar,GEN,Uttar Pradesh,Rajesh Pandey Urf Guddu,Bharatiya Janta Party,1680992,950445,0.565,85540,0.09,2014
Lucknow,GEN,Uttar Pradesh,Raj Nath Singh,Bharatiya Janta Party,1949956,1033783,0.53,272749,0.264,2014
Maharajganj,GEN,Uttar Pradesh,Pankaj,Bharatiya Janta Party,1743131,1056078,0.606,240458,0.228,2014
Mathura,GEN,Uttar Pradesh,Hema Malini,Bharatiya Janta Party,1682260,1076868,0.64,330743,0.307,2014
Meerut,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1764388,1113384,0.631,232326,0.209,2014
Moradabad,GEN,Uttar Pradesh,Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046,1127965,0.637,87504,0.078,2014
Muzaffarnagar,GEN,Uttar Pradesh,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483,1107434,0.697,401150,0.362,2014
Phulpur,GEN,Uttar Pradesh,Keshav Prasad Maurya,Bharatiya Janta Party,1913274,960341,0.502,308308,0.321,2014
Pilibhit,GEN,Uttar Pradesh,Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151,1050547,0.629,307052,0.292,2014
Rampur,GEN,Uttar Pradesh,Dr. Nepal Singh,Bharatiya Janta Party,1616984,956389,0.592,23435,0.025,2014
Saharanpur,GEN,Uttar Pradesh,Raghav Lakhanpal,Bharatiya Janta Party,1608833,1194308,0.742,65090,0.055,2014
Salempur,GEN,Uttar Pradesh,Ravindra Kushawaha,Bharatiya Janta Party,1661737,854749,0.514,232342,0.272,2014
Sambhal,GEN,Uttar Pradesh,Satyapal Singh,Bharatiya Janta Party,1693245,1057002,0.624,5174,0.005,2014
Sant Kabir Nagar,GEN,Uttar Pradesh,Sharad Tripathi,Bharatiya Janta Party,1904327,1011649,0.531,97978,0.097,2014
Shrawasti,GEN,Uttar Pradesh,Daddan Mishra,Bharatiya Janta Party,1788080,979638,0.548,85913,0.088,2014
Sitapur,GEN,Uttar Pradesh,Rajesh Verma,Bharatiya Janta Party,1550263,1026972,0.663,51027,0.05,2014
Sultanpur,GEN,Uttar Pradesh,Feroze Varun Gandhi,Bharatiya Janta Party,1703698,964981,0.566,178902,0.185,2014
Unnao,GEN,Uttar Pradesh,Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392,1201603,0.555,310173,0.258,2014
Varanasi,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1767486,1030685,0.583,371784,0.361,2014
Akbarpur,GEN,Uttar Pradesh,Devendra Singh 'bhole',Bharatiya Janta Party,1714490,1025314,0.603,275142,0.268,2019
Aligarh,GEN,Uttar Pradesh,Satish Kumar Gautam,Bharatiya Janta Party,1847005,1163184,0.633,229261,0.197,2019
Allahabad,GEN,Uttar Pradesh,Rita Bahuguna Joshi,Bharatiya Janta Party,1679883,889056,0.534,184275,0.207,2019
Amethi,GEN,Uttar Pradesh,Smriti Irani,Bharatiya Janta Party,1703510,942453,0.556,55120,0.058,2019
Aonla,GEN,Uttar Pradesh,Dharmendra Kashyap,Bharatiya Janta Party,1750190,1052795,0.607,113743,0.108,2019
Badaun,GEN,Uttar Pradesh,Dr. Sanghmitra Maurya,Bharatiya Janta Party,2199914,1081108,0.495,18454,0.017,2019
Baghpat,GEN,Uttar Pradesh,Dr. Satyapal Singh,Bharatiya Janta Party,1558020,1044894,0.674,23502,0.022,2019
Ballia,GEN,Uttar Pradesh,Virendra Singh,Bharatiya Janta Party,1792821,989732,0.557,15519,0.016,2019
Banda,GEN,Uttar Pradesh,R.K. Singh Patel,Bharatiya Janta Party,1659357,1034549,0.635,58938,0.057,2019
Bareilly,GEN,Uttar Pradesh,Santosh Kumar Gangwar,Bharatiya Janta Party,1760865,1068342,0.609,167282,0.157,2019
Basti,GEN,Uttar Pradesh,Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,1839900,1054539,0.579,30354,0.029,2019
Bhadohi,GEN,Uttar Pradesh,Ramesh Chand,Bharatiya Janta Party,1886673,1039390,0.556,43615,0.042,2019
Chandauli,GEN,Uttar Pradesh,Dr. Mahendra Nath Pandey,Bharatiya Janta Party,1696059,1084961,0.646,13959,0.013,2019
Deoria,GEN,Uttar Pradesh,Ramapati Ram Tripathi,Bharatiya Janta Party,1751752,1015363,0.587,249931,0.246,2019
Dhaurahra,GEN,Uttar Pradesh,Rekha Verma,Bharatiya Janta Party,1604211,1063840,0.67,160611,0.151,2019
Domariyaganj,GEN,Uttar Pradesh,Jagdambika Pal,Bharatiya Janta Party,1894047,985269,0.526,105321,0.107,2019
Etah,GEN,Uttar Pradesh,Rajveer Singh (RAJU BHAIYA),Bharatiya Janta Party,1587949,999607,0.633,122670,0.123,2019
Faizabad,GEN,Uttar Pradesh,Lallu Singh,Bharatiya Janta Party,1783699,1087121,0.615,65477,0.06,2019
Farrukhabad,GEN,Uttar Pradesh,Mukesh Rajput,Bharatiya Janta Party,1661488,1002953,0.608,221702,0.221,2019
Fatehpur,GEN,Uttar Pradesh,Niranjan Jyoti,Bharatiya Janta Party,1783535,1043655,0.593,198205,0.19,2019
Fatehpur Sikri,GEN,Uttar Pradesh,Rajkumar Chahar,Bharatiya Janta Party,1660405,1037151,0.631,495065,0.477,2019
Firozabad,GEN,Uttar Pradesh,Dr. Chandra Sen Jadon,Bharatiya Janta Party,1698385,1075866,0.637,28781,0.027,2019
Gautam Buddh N,GEN,Uttar Pradesh,Dr. Mahesh Sharma,Bharatiya Janta Party,2107718,1392952,0.665,336922,0.242,2019
Ghaziabad,GEN,Uttar Pradesh,Vijay Kumar Singh,Bharatiya Janta Party,2573715,1524456,0.595,501500,0.329,2019
Gonda,GEN,Uttar Pradesh,Kirti Vardhan Singh Alias Raja Bhaiya,Bharatiya Janta Party,1744625,923816,0.534,166360,0.18,2019
Gorakhpur,GEN,Uttar Pradesh,Ravindra Shyamnarayan Shukla Alias Ravi Kishan,Bharatiya Janta Party,1960935,1184635,0.608,301664,0.255,2019
Hamirpur,GEN,Uttar Pradesh,Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1715940,1089778,0.644,248652,0.228,2019
Jhansi,GEN,Uttar Pradesh,Anurag Sharma,Bharatiya Janta Party,2385972,1380890,0.586,365683,0.265,2019
Kairana,GEN,Uttar Pradesh,Pradeep Kumar,Bharatiya Janta Party,1599120,1124047,0.705,92160,0.082,2019
Kaiserganj,GEN,Uttar Pradesh,Brijbhusan Sharan Singh,Bharatiya Janta Party,1779143,981400,0.559,261601,0.267,2019
Kannauj,GEN,Uttar Pradesh,Subrat Pathak,Bharatiya Janta Party,1827515,1140496,0.629,12353,0.011,2019
Kanpur,GEN,Uttar Pradesh,Satyadev Pachauri,Bharatiya Janta Party,1936426,842994,0.437,155934,0.185,2019
Kheri,GEN,Uttar Pradesh,Ajay Kumar,Bharatiya Janta Party,1729085,1136660,0.662,218807,0.192,2019
Kushi Nagar,GEN,Uttar Pradesh,Vijay Kumar Dubey,Bharatiya Janta Party,1734356,1053117,0.612,337560,0.321,2019
Lucknow,GEN,Uttar Pradesh,Rajnath Singh,Bharatiya Janta Party,1939448,1116445,0.58,347302,0.311,2019
Maharajganj,GEN,Uttar Pradesh,Pankaj Choudhary,Bharatiya Janta Party,1866715,1226916,0.663,340424,0.277,2019
Mathura,GEN,Uttar Pradesh,Hema Malini,Bharatiya Janta Party,1748275,1102731,0.634,293471,0.266,2019
Meerut,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1817780,1216413,0.673,4729,0.004,2019
Muzaffarnagar,GEN,Uttar Pradesh,Sanjeev Kumar Balyan,Bharatiya Janta Party,1647368,1160071,0.707,6526,0.006,2019
Phulpur,GEN,Uttar Pradesh,Keshari Devi Patel,Bharatiya Janta Party,1950247,978236,0.506,171968,0.176,2019
Pilibhit,GEN,Uttar Pradesh,Feroze Varun Gandhi,Bharatiya Janta Party,1730628,1186589,0.691,255627,0.215,2019
Pratapgarh,GEN,Uttar Pradesh,Sangam Lal Gupta,Bharatiya Janta Party,1670655,914665,0.555,117752,0.129,2019
Salempur,GEN,Uttar Pradesh,Ravinder,Bharatiya Janta Party,1652927,921066,0.562,112477,0.122,2019
Sant Kabir Nag,GEN,Uttar Pradesh,Praveen Kumar Nishad,Bharatiya Janta Party,1935219,1063390,0.556,35749,0.034,2019
Sitapur,GEN,Uttar Pradesh,Rajesh Verma,Bharatiya Janta Party,1653132,1064521,0.649,100833,0.095,2019
Sultanpur,GEN,Uttar Pradesh,Maneka Sanjai Gandhi,Bharatiya Janta Party,1739538,1000316,0.581,14526,0.015,2019
Unnao,GEN,Uttar Pradesh,Swami Sakshi Ji Maharaj,Bharatiya Janta Party,2160607,1237076,0.578,400956,0.324,2019
Varanasi,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1784093,1060476,0.597,479505,0.452,2019
Agra,SC,Uttar Pradesh,Prof S P Singh Baghel,Bharatiya Janta Party,2072685,1123779,0.542,271294,0.241,2024
Ahmedabad West,SC,Gujarat,Dineshbhai Makwana (ADVOCATE),Bharatiya Janta Party,1726987,966646,0.56,286437,0.296,2024
Almora,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1339327,668497,0.499,234097,0.35,2024
Baharaich,SC,Uttar Pradesh,Anand Kumar,Bharatiya Janta Party,1838684,1056566,0.575,64227,0.061,2024
Bangaon,SC,West Bengal,Shantanu Thakur,Bharatiya Janta Party,1836374,1493108,0.813,73693,0.049,2024
Bansgaon,SC,Uttar Pradesh,Kamlesh Paswan,Bharatiya Janta Party,1820854,944763,0.519,3150,0.003,2024
Bhadrak,SC,Orissa,Avimanyu Sethi,Bharatiya Janta Party,1770915,1297377,0.733,91544,0.071,2024
Bhind,SC,Madhya Pradesh,Sandhya Ray,Bharatiya Janta Party,1900654,1049007,0.552,64840,0.062,2024
Bijapur,SC,Karnataka,Ramesh Jigajinagi,Bharatiya Janta Party,1946090,1296114,0.666,77229,0.06,2024
Bikaner,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,2048399,1118282,0.546,55711,0.05,2024
Bishnupur,SC,West Bengal,Khan Saumitra,Bharatiya Janta Party,1754268,1513872,0.863,5567,0.004,2024
Bulandshahr,SC,Uttar Pradesh,Dr Bhola Singh,Bharatiya Janta Party,1859462,1054399,0.567,275134,0.261,2024
Chitradurga,SC,Karnataka,Govind Makthappa Karjol,Bharatiya Janta Party,1856876,1366909,0.736,48121,0.035,2024
Dewas,SC,Madhya Pradesh,Mahendra Singh Solanky,Bharatiya Janta Party,1940472,1469104,0.757,425225,0.289,2024
Hardoi,SC,Uttar Pradesh,Jai Prakash,Bharatiya Janta Party,1910485,1100116,0.576,27856,0.025,2024
Hathras,SC,Uttar Pradesh,Anoop Pradhan Balmiki,Bharatiya Janta Party,1938080,1082720,0.559,247318,0.228,2024
Jagatsinghpur,SC,Orissa,Bibhu Prasad Tarai,Bharatiya Janta Party,1700814,1286287,0.756,40696,0.032,2024
Jajpur,SC,Orissa,Rabindra Narayan Behera,Bharatiya Janta Party,1545664,1161208,0.751,1587,0.001,2024
Jalpaiguri,SC,West Bengal,Dr Jayanta Kumar Roy,Bharatiya Janta Party,1885963,1578389,0.837,86693,0.055,2024
Janjgir-Champa,SC,Chhattisgarh,Kamlesh Jangde,Bharatiya Janta Party,2056047,1392240,0.677,60000,0.043,2024
Kachchh,SC,Gujarat,Chavda Vinod Lakhamshi,Bharatiya Janta Party,1943136,1095157,0.564,268782,0.245,2024
Karimganj,SC,Assam,Kripanath Mallah,Bharatiya Janta Party,1412148,1146882,0.812,18360,0.016,2024
Misrikh,SC,Uttar Pradesh,Ashok Kumar Rawat,Bharatiya Janta Party,1878195,1051983,0.56,33406,0.032,2024
North West Delhi,SC,Delhi,Yogender Chandoliya,Bharatiya Janta Party,2567423,1487207,0.579,290849,0.196,2024
Palamau,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,2243034,1390738,0.62,288807,0.208,2024
Ranaghat,SC,West Bengal,Jagannath Sarkar,Bharatiya Janta Party,1871658,1540632,0.82,186899,0.121,2024
Shahjahanpur,SC,Uttar Pradesh,Arun Kumar Sagar,Bharatiya Janta Party,2331834,1247902,0.535,55379,0.044,2024
Shimla,SC,Himachal Pradesh,Suresh Kumar Kashyap,Bharatiya Janta Party,1346369,969965,0.72,91451,0.094,2024
Tikamgarh,SC,Madhya Pradesh,Dr. Virendra Kumar,Bharatiya Janta Party,1826585,1098390,0.601,403312,0.367,2024
Ujjain,SC,Madhya Pradesh,Anil Firojiya,Bharatiya Janta Party,1798704,1328580,0.737,375860,0.283,2024
Almora,SC,Uttarakhand,Bachi Singh Rawat,Bharatiya Janta Party,1012756,504756,0.498,10052,0.02,2004
Bayana,SC,Rajasthan,Ramswaroop Koli,Bharatiya Janta Party,1197119,489456,0.409,59624,0.122,2004
Bellary,SC,Karnataka,G. Karunakara Reddy,Bharatiya Janta Party,1423161,949652,0.667,31679,0.033,2004
Bharatpur,SC,Rajasthan,Vishvendra Singh,Bharatiya Janta Party,1189295,575896,0.484,111349,0.193,2004
Bhavnagar,SC,Gujarat,Rana Rajendrasinh Ghanashyamsinh (RAJUBHAI RANA),Bharatiya Janta Party,1236416,444803,0.36,80426,0.181,2004
Bhind,SC,Madhya Pradesh,Dr. Ramlakhan Singh,Bharatiya Janta Party,1388299,606013,0.437,6946,0.011,2004
Bijapur,SC,Karnataka,Basanagouda R Patil(YATNAL),Bharatiya Janta Party,1328325,788537,0.594,37533,0.048,2004
Bikaner,SC,Rajasthan,Dharmendra,Bharatiya Janta Party,1900686,1075059,0.566,57175,0.053,2004
Bolangir,SC,Orissa,Sangeeta Kumari Singh Deo,Bharatiya Janta Party,1099775,728372,0.662,100682,0.138,2004
Bulandshahr,SC,Uttar Pradesh,Kalyan Singh,Bharatiya Janta Party,1226141,685228,0.559,16651,0.024,2004
Buxar,SC,Bihar,Lalmuni Chaubey,Bharatiya Janta Party,1222441,649116,0.531,54866,0.085,2004
Ganganagar,SC,Rajasthan,Nihalchand Meghwal,Bharatiya Janta Party,1337857,720451,0.539,7393,0.01,2004
Gorakhpur,SC,Uttar Pradesh,Aditya Nath,Bharatiya Janta Party,1432002,689217,0.481,142039,0.206,2004
Hamirpur,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,1064238,649994,0.611,1615,0.002,2004
Janjgir,SC,Chhattisgarh,Karuna Shukla,Bharatiya Janta Party,1374418,717350,0.522,11329,0.016,2004
Kanara,SC,Karnataka,Ananthkumar Hegde,Bharatiya Janta Party,1207373,832123,0.689,172226,0.207,2004
Khajuraho,SC,Madhya Pradesh,"Dr. Ramkrishna Kushmariya "" Baba Jee """,Bharatiya Janta Party,1552876,771830,0.497,111781,0.145,2004
Kutch,SC,Gujarat,Gadhavi Pushpadan Shambhudan,Bharatiya Janta Party,1006563,458980,0.456,28990,0.063,2004
Lucknow,SC,Uttar Pradesh,Atal Bihari Vajpayee,Bharatiya Janta Party,1639922,578501,0.353,218375,0.377,2004
Rajgarh,SC,Madhya Pradesh,Lakshman Singh,Bharatiya Janta Party,1278429,598956,0.469,36712,0.061,2004
Shajapur,SC,Madhya Pradesh,Thawarchand Gehlot,Bharatiya Janta Party,1328841,719744,0.542,168187,0.234,2004
Udupi,SC,Karnataka,Manorama Madhwaraj,Bharatiya Janta Party,1138398,778545,0.684,29003,0.037,2004
Agra,SC,Uttar Pradesh,Dr. Ramshankar,Bharatiya Janta Party,1539683,648793,0.421,9715,0.015,2009
Ahmedabad West,SC,Gujarat,Dr. Solanki Kiritbhai Premajibhai,Bharatiya Janta Party,1431080,690071,0.482,91127,0.132,2009
Bansgaon,SC,Uttar Pradesh,Kamlesh Paswan,Bharatiya Janta Party,1663648,649218,0.39,52787,0.081,2009
